Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Younghoe Koo ,ATL,K,1.0,15,37,2.47,39,2.6,0.95,54,39.87,0,0.0,10,0.67,11,0.73,8,0.53,8,0.53,33,2.2,36,2.4,0.92,153,10.2,1.0,168.0,11.2,12.0,5.57,9.11,2,1,4,5,3,4.0,4.0,13.52,168.0,11.2,12.0,5.57,9.11,2,1,4,5,3,4.0,4.0,13.52,168.0,11.2,12.0,5.57,9.11,2,1,4,5,3,4.0,4.0,13.52
Jason Sanders ,MIA,K,1.0,16,36,2.25,39,2.44,0.92,56,40.31,1,0.06,8,0.5,7,0.44,12,0.75,8,0.5,36,2.25,36,2.25,1.0,153,9.56,1.0,172.0,10.75,10.5,5.41,8.8,1,4,4,5,2,2.2,7.0,12.49,172.0,10.75,10.5,5.41,8.8,1,4,4,5,2,2.2,7.0,12.49,172.0,10.75,10.5,5.41,8.8,1,4,4,5,2,2.2,7.0,12.49
Daniel Carlson ,LV,K,1.0,16,33,2.06,35,2.19,0.94,54,38.94,0,0.0,18,1.12,8,0.5,3,0.19,4,0.25,45,2.81,47,2.94,0.96,152,9.5,1.0,155.0,9.69,9.0,2.73,9.42,0,4,7,5,0,3.0,5.0,11.99,155.0,9.69,9.0,2.73,9.42,0,4,7,5,0,3.0,5.0,11.99,155.0,9.69,9.0,2.73,9.42,0,4,7,5,0,3.0,5.0,11.99
Greg Zuerlein ,NYJ,K,1.0,16,34,2.12,41,2.56,0.83,59,38.94,1,0.06,5,0.31,13,0.81,12,0.75,3,0.19,33,2.06,36,2.25,0.92,159,9.94,1.0,153.0,9.56,10.5,4.69,8.12,1,5,3,6,1,1.67,7.0,11.95,153.0,9.56,10.5,4.69,8.12,1,5,3,6,1,1.67,7.0,11.95,153.0,9.56,10.5,4.69,8.12,1,5,3,6,1,1.67,7.0,11.95
Justin Tucker ,BAL,K,1.0,16,26,1.62,29,1.81,0.9,55,39.25,0,0.0,8,0.5,6,0.38,9,0.56,3,0.19,52,3.25,53,3.31,0.98,140,8.75,1.0,145.0,9.06,9.0,3.4,8.34,1,2,11,0,2,4.33,2.0,11.34,145.0,9.06,9.0,3.4,8.34,1,2,11,0,2,4.33,2.0,11.34,145.0,9.06,9.0,3.4,8.34,1,2,11,0,2,4.33,2.0,11.34
Matt Gay ,IND,K,1.0,7,14,2.0,16,2.29,0.88,51,41.71,0,0.0,2,0.29,5,0.71,6,0.86,1,0.14,16,2.29,16,2.29,1.0,64,9.14,0.84,66.0,9.43,10.0,1.9,10.03,0,1,5,1,0,6.0,1.0,11.03,66.0,9.43,10.0,1.9,10.03,0,1,5,1,0,6.0,1.0,11.03,66.0,9.43,10.0,1.9,10.03,0,1,5,1,0,6.0,1.0,11.03
Jason Myers ,SEA,K,1.0,16,24,1.5,24,1.5,1.0,61,36.25,0,0.0,2,0.12,7,0.44,13,0.81,2,0.12,49,3.06,53,3.31,0.92,125,7.81,1.0,138.0,8.62,9.0,3.1,8.12,1,3,8,4,0,3.0,4.0,10.99,138.0,8.62,9.0,3.1,8.12,1,3,8,4,0,3.0,4.0,10.99,138.0,8.62,9.0,3.1,8.12,1,3,8,4,0,3.0,4.0,10.99
Rodrigo Blankenship ,FA,K,1.0,16,32,2.0,37,2.31,0.86,53,34.75,0,0.0,10,0.62,12,0.75,9,0.56,1,0.06,43,2.69,45,2.81,0.96,156,9.75,1.0,150.0,9.38,9.5,4.15,8.21,2,3,6,5,0,2.2,2.5,10.67,150.0,9.38,9.5,4.15,8.21,2,3,6,5,0,2.2,2.5,10.67,150.0,9.38,9.5,4.15,8.21,2,3,6,5,0,2.2,2.5,10.67
Tyler Bass ,BUF,K,1.0,16,28,1.75,34,2.12,0.82,58,33.38,1,0.06,9,0.56,6,0.38,8,0.5,4,0.25,57,3.56,59,3.69,0.97,161,10.06,1.0,157.0,9.81,8.0,5.05,8.18,0,6,6,2,2,1.67,4.0,10.12,157.0,9.81,8.0,5.05,8.18,0,6,6,2,2,1.67,4.0,10.12,157.0,9.81,8.0,5.05,8.18,0,6,6,2,2,1.67,4.0,10.12
Ryan Succop ,FA,K,2.0,16,28,1.75,31,1.94,0.9,50,35.81,1,0.06,10,0.62,9,0.56,7,0.44,1,0.06,52,3.25,57,3.56,0.91,150,9.38,1.0,145.0,9.06,8.5,3.96,8.03,0,7,5,3,1,1.29,4.0,10.02,145.0,9.06,8.5,3.96,8.03,0,7,5,3,1,1.29,4.0,10.02,145.0,9.06,8.5,3.96,8.03,0,7,5,3,1,1.29,4.0,10.02
Cairo Santos ,CHI,K,1.0,16,30,1.88,32,2.0,0.94,55,38.69,0,0.0,9,0.56,10,0.62,9,0.56,2,0.12,36,2.25,37,2.31,0.97,133,8.31,1.0,139.0,8.69,8.5,4.05,7.65,1,6,5,3,1,1.29,4.0,9.74,139.0,8.69,8.5,4.05,7.65,1,6,5,3,1,1.29,4.0,9.74,139.0,8.69,8.5,4.05,7.65,1,6,5,3,1,1.29,4.0,9.74
Wil Lutz ,NO,K,1.0,16,23,1.44,28,1.75,0.82,53,29.06,0,0.0,5,0.31,10,0.62,7,0.44,1,0.06,57,3.56,58,3.62,0.98,142,8.88,1.0,135.0,8.44,9.0,3.86,7.52,3,3,7,3,0,1.67,1.0,9.4,135.0,8.44,9.0,3.86,7.52,3,3,7,3,0,1.67,1.0,9.4,135.0,8.44,9.0,3.86,7.52,3,3,7,3,0,1.67,1.0,9.4
Harrison Butker ,KC,K,1.0,16,25,1.56,27,1.69,0.93,58,30.5,2,0.12,7,0.44,9,0.56,3,0.19,4,0.25,48,3.0,54,3.38,0.89,135,8.44,1.0,134.0,8.38,8.0,3.84,7.47,1,6,6,2,1,1.29,3.0,9.2,134.0,8.38,8.0,3.84,7.47,1,6,6,2,1,1.29,3.0,9.2,134.0,8.38,8.0,3.84,7.47,1,6,6,2,1,1.29,3.0,9.2
Ka'imi Fairbairn ,HOU,K,1.0,16,27,1.69,31,1.94,0.87,54,32.12,0,0.0,8,0.5,9,0.56,6,0.38,4,0.25,37,2.31,40,2.5,0.92,133,8.31,1.0,132.0,8.25,9.0,4.7,7.0,4,2,6,3,1,1.67,1.0,9.11,132.0,8.25,9.0,4.7,7.0,4,2,6,3,1,1.67,1.0,9.11,132.0,8.25,9.0,4.7,7.0,4,2,6,3,1,1.67,1.0,9.11
Dustin Hopkins ,LAC,K,1.0,16,27,1.69,34,2.12,0.79,51,39.56,0,0.0,5,0.31,7,0.44,13,0.81,2,0.12,30,1.88,32,2.0,0.94,134,8.38,1.0,128.0,8.0,9.0,3.56,7.27,2,5,7,2,0,1.29,1.0,9.05,128.0,8.0,9.0,3.56,7.27,2,5,7,2,0,1.29,1.0,9.05,128.0,8.0,9.0,3.56,7.27,2,5,7,2,0,1.29,1.0,9.05
Joey Slye ,WAS,K,1.0,16,29,1.81,36,2.25,0.81,56,34.81,0,0.0,11,0.69,10,0.62,7,0.44,1,0.06,33,2.06,36,2.25,0.92,144,9.0,1.0,129.0,8.06,8.5,3.7,7.26,2,5,7,2,0,1.29,1.0,8.89,129.0,8.06,8.5,3.7,7.26,2,5,7,2,0,1.29,1.0,8.89,129.0,8.06,8.5,3.7,7.26,2,5,7,2,0,1.29,1.0,8.89
Randy Bullock ,FA,K,3.0,12,21,1.75,26,2.17,0.81,55,40.33,0,0.0,3,0.25,8,0.67,7,0.58,3,0.25,24,2.0,25,2.08,0.96,103,8.58,1.0,100.0,8.33,8.5,4.75,7.05,2,4,2,3,1,1.0,2.0,8.86,100.0,8.33,8.5,4.75,7.05,2,4,2,3,1,1.0,2.0,8.86,100.0,8.33,8.5,4.75,7.05,2,4,2,3,1,1.0,2.0,8.86
Brandon McManus ,DEN,K,1.0,15,28,1.87,34,2.27,0.82,58,42.07,0,0.0,6,0.4,4,0.27,8,0.53,10,0.67,24,1.6,27,1.8,0.89,129,8.6,1.0,136.0,9.07,8.0,5.93,7.26,2,5,5,1,2,1.14,1.5,8.67,136.0,9.07,8.0,5.93,7.26,2,5,5,1,2,1.14,1.5,8.67,136.0,9.07,8.0,5.93,7.26,2,5,5,1,2,1.14,1.5,8.67
Chris Boswell ,PIT,K,1.0,13,19,1.46,20,1.54,0.95,59,31.69,0,0.0,5,0.38,6,0.46,7,0.54,1,0.08,34,2.62,38,2.92,0.89,98,7.54,1.0,100.0,7.69,8.0,3.25,7.16,1,4,7,1,0,1.6,1.0,8.62,100.0,7.69,8.0,3.25,7.16,1,4,7,1,0,1.6,1.0,8.62,100.0,7.69,8.0,3.25,7.16,1,4,7,1,0,1.6,1.0,8.62
Michael Badgley ,DET,K,1.0,16,24,1.5,33,2.06,0.73,53,30.56,0,0.0,8,0.5,6,0.38,8,0.5,2,0.12,36,2.25,39,2.44,0.92,138,8.62,1.0,120.0,7.5,9.0,4.26,6.52,4,3,7,2,0,1.29,0.5,8.61,120.0,7.5,9.0,4.26,6.52,4,3,7,2,0,1.29,0.5,8.61,120.0,7.5,9.0,4.26,6.52,4,3,7,2,0,1.29,0.5,8.61
Graham Gano ,NYG,K,1.0,16,31,1.94,32,2.0,0.97,55,36.88,0,0.0,4,0.25,13,0.81,9,0.56,5,0.31,21,1.31,23,1.44,0.91,119,7.44,1.0,133.0,8.31,7.5,4.95,6.96,2,6,4,3,1,1.0,2.0,8.25,133.0,8.31,7.5,4.95,6.96,2,6,4,3,1,1.0,2.0,8.25,133.0,8.31,7.5,4.95,6.96,2,6,4,3,1,1.0,2.0,8.25
Nick Folk ,NE,K,1.0,16,26,1.62,28,1.75,0.93,51,33.94,0,0.0,6,0.38,7,0.44,11,0.69,2,0.12,30,1.88,33,2.06,0.91,117,7.31,1.0,123.0,7.69,7.5,3.86,6.85,2,6,5,3,0,1.0,1.5,8.06,123.0,7.69,7.5,3.86,6.85,2,6,5,3,0,1.0,1.5,8.06,123.0,7.69,7.5,3.86,6.85,2,6,5,3,0,1.0,1.5,8.06
Mason Crosby ,FA,K,13.0,16,16,1.0,16,1.0,1.0,57,30.69,1,0.06,1,0.06,5,0.31,5,0.31,4,0.25,59,3.69,63,3.94,0.94,111,6.94,1.0,120.0,7.5,7.0,3.69,6.76,1,9,3,2,1,0.6,3.0,7.94,120.0,7.5,7.0,3.69,6.76,1,9,3,2,1,0.6,3.0,7.94,120.0,7.5,7.0,3.69,6.76,1,9,3,2,1,0.6,3.0,7.94
Zane Gonzalez ,SF,K,1.0,12,16,1.33,22,1.83,0.73,56,34.17,0,0.0,4,0.33,2,0.17,8,0.67,2,0.17,38,3.17,39,3.25,0.97,105,8.75,1.0,98.0,8.17,7.0,4.53,6.99,2,5,2,1,2,0.71,1.5,7.9,98.0,8.17,7.0,4.53,6.99,2,5,2,1,2,0.71,1.5,7.9,98.0,8.17,7.0,4.53,6.99,2,5,2,1,2,0.71,1.5,7.9
Cody Parkey ,FA,K,8.0,15,19,1.27,22,1.47,0.86,46,30.53,0,0.0,5,0.33,4,0.27,10,0.67,0,0.0,43,2.87,47,3.13,0.91,113,7.53,1.0,110.0,7.33,7.0,3.75,6.58,2,6,4,3,0,0.88,1.5,7.68,110.0,7.33,7.0,3.75,6.58,2,6,4,3,0,0.88,1.5,7.68,110.0,7.33,7.0,3.75,6.58,2,6,4,3,0,0.88,1.5,7.68
Stephen Gostkowski ,FA,K,4.0,15,18,1.2,26,1.73,0.69,55,30.13,0,0.0,2,0.13,4,0.27,5,0.33,7,0.47,46,3.07,48,3.2,0.96,126,8.4,1.0,119.0,7.93,7.0,5.74,6.4,3,5,4,2,1,0.88,1.0,7.56,119.0,7.93,7.0,5.74,6.4,3,5,4,2,1,0.88,1.0,7.56,119.0,7.93,7.0,5.74,6.4,3,5,4,2,1,0.88,1.0,7.56
Robbie Gould ,FA,K,10.0,15,19,1.27,23,1.53,0.83,52,31.4,0,0.0,3,0.2,5,0.33,9,0.6,2,0.13,36,2.4,38,2.53,0.95,107,7.13,1.0,106.0,7.07,7.0,4.11,6.2,4,4,5,2,0,0.88,0.5,7.21,106.0,7.07,7.0,4.11,6.2,4,4,5,2,0,0.88,0.5,7.21,106.0,7.07,7.0,4.11,6.2,4,4,5,2,0,0.88,0.5,7.21
Matt Prater ,ARI,K,1.0,16,21,1.31,28,1.75,0.75,59,27.94,0,0.0,4,0.25,7,0.44,4,0.25,6,0.38,38,2.38,41,2.56,0.93,125,7.81,1.0,117.0,7.31,6.5,5.17,6.06,5,5,2,2,2,0.6,0.8,6.93,117.0,7.31,6.5,5.17,6.06,5,5,2,2,2,0.6,0.8,6.93,117.0,7.31,6.5,5.17,6.06,5,5,2,2,2,0.6,0.8,6.93
Sam Sloman ,FA,K,5.0,8,10,1.25,13,1.62,0.77,47,33.25,0,0.0,2,0.25,6,0.75,2,0.25,0,0.0,23,2.88,26,3.25,0.88,65,8.12,0.88,55.0,6.88,6.0,2.3,6.98,0,6,1,1,0,0.33,1.0,6.25,55.0,6.88,6.0,2.3,6.98,0,6,1,1,0,0.33,1.0,6.25,55.0,6.88,6.0,2.3,6.98,0,6,1,1,0,0.33,1.0,6.25
Dan Bailey ,FA,K,14.0,16,15,0.94,22,1.38,0.68,53,23.19,0,0.0,6,0.38,3,0.19,4,0.25,2,0.12,37,2.31,43,2.69,0.86,109,6.81,1.0,90.0,5.62,5.5,3.2,5.25,4,7,5,0,0,0.45,0.0,5.75,90.0,5.62,5.5,3.2,5.25,4,7,5,0,0,0.45,0.0,5.75,90.0,5.62,5.5,3.2,5.25,4,7,5,0,0,0.45,0.0,5.75
Sam Ficken ,FA,K,15.0,9,13,1.44,15,1.67,0.87,54,25.0,0,0.0,5,0.56,6,0.67,1,0.11,1,0.11,12,1.33,15,1.67,0.8,60,6.67,0.93,54.0,6.0,5.0,5.66,4.86,3,3,2,0,1,0.5,0.33,5.04,54.0,6.0,5.0,5.66,4.86,3,3,2,0,1,0.5,0.33,5.04,54.0,6.0,5.0,5.66,4.86,3,3,2,0,1,0.5,0.33,5.04
Mike Nugent ,FA,K,7.0,4,7,1.75,8,2.0,0.88,43,30.0,0,0.0,1,0.25,4,1.0,2,0.5,0,0.0,7,1.75,7,1.75,1.0,31,7.75,0.65,30.0,7.5,7.5,5.32,6.17,1,1,1,1,0,1.0,1.0,4.97,30.0,7.5,7.5,5.32,6.17,1,1,1,1,0,1.0,1.0,4.97,30.0,7.5,7.5,5.32,6.17,1,1,1,1,0,1.0,1.0,4.97
Josh Lambo ,FA,K,17.0,4,5,1.25,5,1.25,1.0,59,36.0,0,0.0,0,0.0,2,0.5,1,0.25,2,0.5,8,2.0,10,2.5,0.8,25,6.25,0.65,28.0,7.0,7.5,4.69,5.94,1,1,1,1,0,1.0,1.0,4.81,28.0,7.0,7.5,4.69,5.94,1,1,1,1,0,1.0,1.0,4.81,28.0,7.0,7.5,4.69,5.94,1,1,1,1,0,1.0,1.0,4.81
Aldrick Rosas ,FA,K,11.5,6,8,1.33,11,1.83,0.73,54,30.5,0,0.0,3,0.5,2,0.33,0,0.0,3,0.5,9,1.5,9,1.5,1.0,42,7.0,0.78,39.0,6.5,5.5,4.93,5.45,2,2,1,1,0,0.5,0.5,4.7,39.0,6.5,5.5,4.93,5.45,2,2,1,1,0,0.5,0.5,4.7,39.0,6.5,5.5,4.93,5.45,2,2,1,1,0,0.5,0.5,4.7
Jake Elliott ,PHI,K,1.0,16,14,0.88,19,1.19,0.74,54,28.44,0,0.0,1,0.06,6,0.38,5,0.31,2,0.12,24,1.5,26,1.62,0.92,83,5.19,1.0,75.0,4.69,4.5,3.22,4.37,5,10,0,1,0,0.07,0.2,4.59,75.0,4.69,4.5,3.22,4.37,5,10,0,1,0,0.07,0.2,4.59,75.0,4.69,4.5,3.22,4.37,5,10,0,1,0,0.07,0.2,4.59
Sergio Castillo ,NYJ,K,2.0,6,8,1.33,13,2.17,0.62,55,36.17,0,0.0,1,0.17,3,0.5,2,0.33,2,0.33,6,1.0,7,1.17,0.86,46,7.67,0.78,36.0,6.0,4.0,4.34,5.19,2,2,1,1,0,0.5,0.5,4.13,36.0,6.0,4.0,4.34,5.19,2,2,1,1,0,0.5,0.5,4.13,36.0,6.0,4.0,4.34,5.19,2,2,1,1,0,0.5,0.5,4.13
Matthew Wright ,FA,K,16.0,3,4,1.33,4,1.33,1.0,46,27.67,0,0.0,1,0.33,1,0.33,2,0.67,0,0.0,7,2.33,7,2.33,1.0,19,6.33,0.56,21.0,7.0,5.0,4.36,6.05,0,2,0,1,0,0.5,1.0,3.41,21.0,7.0,5.0,4.36,6.05,0,2,0,1,0,0.5,1.0,3.41,21.0,7.0,5.0,4.36,6.05,0,2,0,1,0,0.5,1.0,3.41
Austin Seibert ,FA,K,9.0,5,6,1.2,9,1.8,0.67,48,24.0,0,0.0,0,0.0,5,1.0,1,0.2,0,0.0,8,1.6,9,1.8,0.89,36,7.2,0.72,27.0,5.4,3.0,5.94,4.32,3,0,1,1,0,0.67,0.33,3.19,27.0,5.4,3.0,5.94,4.32,3,0,1,1,0,0.67,0.33,3.19,27.0,5.4,3.0,5.94,4.32,3,0,1,1,0,0.67,0.33,3.19
Chase McLaughlin ,FA,K,19.0,4,4,1.0,5,1.25,0.8,52,28.75,0,0.0,1,0.25,1,0.25,1,0.25,1,0.25,5,1.25,6,1.5,0.83,21,5.25,0.65,20.0,5.0,4.0,3.46,4.58,1,2,1,0,0,0.33,0.0,2.95,20.0,5.0,4.0,3.46,4.58,1,2,1,0,0,0.33,0.0,2.95,20.0,5.0,4.0,3.46,4.58,1,2,1,0,0,0.33,0.0,2.95
Kai Forbath ,LAR,K,1.0,2,2,1.0,3,1.5,0.67,23,23.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,4,2.0,5,2.5,0.8,14,7.0,0.44,10.0,5.0,5.0,0.0,5.0,0,2,0,0,0,0.0,0.0,2.3,10.0,5.0,5.0,0.0,5.0,0,2,0,0,0,0.0,0.0,2.3,10.0,5.0,5.0,0.0,5.0,0,2,0,0,0,0.0,0.0,2.3
Jonathan Brown ,FA,K,11.5,1,1,1.0,2,2.0,0.5,31,31.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,1.0,7,7.0,0.28,4.0,4.0,4.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0
Stephen Hauschka ,FA,K,6.0,1,0,0.0,2,2.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,2,2.0,1.0,8,8.0,0.28,2.0,2.0,2.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Taylor Russolino ,FA,K,18.0,1,0,0.0,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,3,3.0,0.33,6,6.0,0.28,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Tristan Vizcaino ,DAL,K,1.0,1,3,3.0,3,3.0,1.0,47,47.0,0,0.0,0,0.0,2,2.0,1,1.0,0,0.0,2,2.0,2,2.0,1.0,11,11.0,0.28,12.0,12.0,12.0,0.0,0.0,0,0,0,1,0,1.0,1.0,0.0,12.0,12.0,12.0,0.0,0.0,0,0,0,1,0,1.0,1.0,0.0,12.0,12.0,12.0,0.0,0.0,0,0,0,1,0,1.0,1.0,0.0
Elliott Fry ,ARI,K,2.0,1,1,1.0,1,1.0,1.0,23,23.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,0.5,5,5.0,0.28,4.0,4.0,4.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0
Brandon Wright ,FA,K,20.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,0.5,2,2.0,0.28,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Ty Long ,FA,K,21.0,16,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,-2.8,-0.18,0.0,0.7,-0.24,16,0,0,0,0,0.0,0.0,-0.11,-2.8,-0.18,0.0,0.7,-0.24,16,0,0,0,0,0.0,0.0,-0.11,-2.8,-0.18,0.0,0.7,-0.24,16,0,0,0,0,0.0,0.0,-0.11
