Player,TEAM,POS,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Justice Hill ,BAL,RB,14.67,44.67,2.99,232.6,15.58,5.21,30.93,7.61,1.6,0.1,0.13,0.01,10.8,0.73,11.27,0.76,53.73,3.61,4.98,0.0,0.0,55.47,3.72,55.93,3.75,0.8,0.06,0.02,1.0,27.83,1.86,1.4,1.96,2.53,13.73,0.8,0.13,0.0,0.0,0.01,0.0,1.95,33.23,2.23,1.82,2.16,2.99,14.53,0.0,0.13,0.0,0.0,0.01,0.0,2.3,38.63,2.59,2.4,2.42,3.42,14.53,0.07,0.07,0.0,0.0,0.0,0.0,2.7
Dare Ogunbowale ,HOU,RB,14.45,39.7,2.77,123.4,8.64,3.09,12.7,3.31,0.1,0.01,0.95,0.07,18.0,1.23,25.15,1.73,110.6,7.63,6.26,0.25,0.02,57.7,4.0,64.85,4.5,0.05,0.0,0.0,1.0,30.5,2.13,1.0,3.04,2.61,12.45,1.5,0.5,0.0,0.0,0.04,0.0,1.92,39.5,2.74,1.27,3.52,3.28,12.2,1.75,0.5,0.0,0.0,0.04,0.0,2.29,48.5,3.36,1.88,4.09,3.92,11.6,2.35,0.5,0.0,0.0,0.04,0.0,2.8
DeeJay Dallas ,SEA,RB,15.21,34.37,2.28,165.16,10.92,4.79,22.37,5.67,0.63,0.04,0.74,0.05,18.05,1.19,20.16,1.33,126.26,8.34,7.03,0.11,0.01,52.42,3.48,54.53,3.61,0.0,0.0,0.0,1.0,33.56,2.23,0.94,3.2,2.69,13.84,0.26,1.0,0.11,0.0,0.08,0.01,1.85,42.59,2.82,1.36,3.82,3.29,12.95,1.16,1.0,0.0,0.11,0.08,0.01,2.27,51.62,3.42,1.78,4.52,3.87,12.68,1.53,0.89,0.0,0.11,0.07,0.01,2.66
Alec Ingold ,MIA,RB,11.11,4.63,0.41,5.74,0.49,1.11,1.84,0.49,0.0,0.0,0.63,0.05,13.37,1.24,19.47,1.77,100.26,9.45,7.62,1.0,0.09,18.0,1.65,24.11,2.19,0.0,0.0,0.0,0.98,20.39,1.89,1.21,2.82,2.36,9.47,1.0,0.63,0.0,0.0,0.06,0.0,1.63,27.07,2.51,1.9,3.23,3.07,9.74,0.74,0.63,0.0,0.0,0.06,0.0,2.17,33.76,3.13,2.4,3.72,3.74,10.37,0.11,0.63,0.0,0.0,0.06,0.0,2.63
Giovani Bernard ,FA,RB,7.3,21.85,2.34,81.4,8.78,4.41,13.55,3.57,0.3,0.03,0.3,0.02,13.15,1.26,16.5,1.53,77.35,5.88,2.18,1.05,0.09,35.0,3.6,38.35,3.87,0.15,0.01,0.0,0.91,23.68,2.12,0.86,2.73,2.46,6.0,0.15,0.85,0.1,0.2,0.14,0.03,1.74,30.25,2.75,1.27,3.26,3.13,5.8,0.85,0.0,0.45,0.2,0.06,0.08,2.12,36.83,3.39,1.76,3.84,3.76,5.7,0.95,0.0,0.45,0.2,0.06,0.08,2.57
J.J. Taylor ,NE,RB,5.29,20.14,3.81,57.86,10.52,2.76,18.71,5.52,0.29,0.05,1.43,0.29,3.14,0.62,3.43,0.67,6.86,1.33,2.57,0.0,0.0,23.29,4.43,23.57,4.48,0.71,0.14,0.03,0.89,13.61,2.61,0.84,5.34,2.82,4.57,0.0,0.0,0.71,0.0,0.18,0.18,1.8,15.19,2.92,1.34,5.4,3.16,4.57,0.0,0.0,0.71,0.0,0.18,0.18,2.1,16.76,3.23,1.36,5.48,3.5,4.57,0.0,0.71,0.0,0.0,0.18,0.0,2.19
Ke'Shawn Vaughn ,TB,RB,8.32,22.95,3.05,92.32,12.76,3.73,24.05,7.41,1.05,0.18,0.53,0.09,3.47,0.44,5.68,0.73,22.42,2.83,6.42,0.11,0.01,26.42,3.48,28.63,3.78,0.11,0.01,0.0,0.96,15.05,2.13,1.2,2.39,2.56,7.58,0.21,0.53,0.0,0.0,0.13,0.0,1.81,16.79,2.35,1.33,2.67,2.81,7.58,0.21,0.53,0.0,0.0,0.13,0.0,1.95,18.53,2.56,1.48,2.96,3.05,7.68,0.11,0.53,0.0,0.0,0.13,0.0,2.1
Kene Nwangwu ,MIN,RB,9.0,13.0,1.44,61.0,6.78,4.69,19.0,5.0,0.0,0.0,0.0,0.0,4.0,0.44,5.0,0.56,9.0,1.0,2.25,0.0,0.0,17.0,1.89,18.0,2.0,0.0,0.0,0.0,0.98,19.0,2.11,0.4,2.86,2.62,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.37,21.0,2.33,1.4,2.78,2.95,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89,23.0,2.56,2.4,2.77,3.27,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41
Reggie Gilliam ,BUF,RB,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.12,11.0,1.38,76.0,9.5,8.44,1.0,0.12,9.0,1.12,11.0,1.38,0.0,0.0,0.0,0.95,13.6,1.7,0.95,2.57,2.17,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.32,18.1,2.26,1.45,2.93,2.82,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.75,22.6,2.82,1.95,3.35,3.45,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2.18
C.J. Ham ,MIN,RB,12.65,5.0,0.39,15.35,1.12,2.75,10.75,1.12,0.5,0.03,1.2,0.11,11.9,0.93,14.4,1.13,100.0,7.89,8.65,0.15,0.01,16.9,1.32,19.4,1.52,0.05,0.0,0.0,1.0,19.54,1.61,0.63,2.09,2.16,11.3,1.35,0.0,0.0,0.0,0.0,0.0,1.27,25.48,2.08,1.2,2.33,2.77,11.9,0.75,0.0,0.0,0.0,0.0,0.0,1.74,31.44,2.54,1.69,2.67,3.32,11.9,0.75,0.0,0.0,0.0,0.0,0.0,2.16
Raheem Blackshear ,CAR,RB,13.0,23.0,1.77,77.0,5.92,3.35,16.0,3.38,0.0,0.0,3.0,0.23,10.0,0.77,12.0,0.92,93.0,7.15,9.3,0.0,0.0,33.0,2.54,35.0,2.69,1.0,0.08,0.03,1.0,33.0,2.54,0.1,4.4,2.83,10.0,1.0,2.0,0.0,0.0,0.18,0.0,1.53,38.0,2.92,0.1,4.8,3.23,10.0,1.0,2.0,0.0,0.0,0.18,0.0,1.69,43.0,3.31,0.1,5.23,3.62,10.0,2.0,1.0,0.0,0.0,0.08,0.0,1.8
Patrick Laird ,TB,RB,7.75,11.62,0.92,41.5,3.36,4.22,9.0,2.23,0.0,0.0,0.12,0.01,7.25,0.97,8.62,1.06,53.12,6.31,6.35,0.0,0.0,18.88,1.9,20.25,1.99,0.25,0.02,0.01,0.89,9.96,1.0,0.81,1.06,1.59,7.38,0.25,0.12,0.0,0.0,0.01,0.0,1.05,13.59,1.49,1.21,1.25,2.42,7.25,0.38,0.12,0.0,0.0,0.01,0.0,1.48,17.21,1.98,1.59,1.46,3.26,7.25,0.25,0.12,0.12,0.0,0.02,0.01,1.9
Avery Williams ,ATL,RB,17.0,22.0,1.29,109.0,6.41,4.95,21.0,5.24,1.0,0.06,1.0,0.06,13.0,0.76,14.0,0.82,61.0,3.59,4.69,0.0,0.0,35.0,2.06,36.0,2.12,1.0,0.06,0.03,1.0,19.5,1.15,0.7,2.12,1.54,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.11,26.0,1.53,1.1,2.33,2.02,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.46,32.5,1.91,1.2,2.59,2.49,16.0,1.0,0.0,0.0,0.0,0.0,0.0,1.69
Benny Snell Jr. ,FA,RB,11.65,37.5,3.0,136.6,11.47,3.91,16.0,3.79,0.55,0.04,1.1,0.1,2.85,0.24,3.8,0.3,20.7,1.81,7.72,0.0,0.0,40.35,3.24,41.3,3.3,0.15,0.01,0.0,0.99,22.03,1.91,0.31,3.56,2.2,10.25,0.45,0.8,0.15,0.0,0.1,0.02,1.37,23.46,2.03,0.35,3.74,2.34,10.35,0.25,0.9,0.15,0.0,0.11,0.01,1.44,24.88,2.14,0.35,3.92,2.47,10.45,0.3,0.8,0.1,0.0,0.1,0.01,1.49
Isaiah Spiller ,LAC,RB,5.0,18.0,3.6,41.0,8.2,2.28,11.0,5.0,0.0,0.0,0.0,0.0,3.0,0.6,3.0,0.6,13.0,2.6,4.33,0.0,0.0,21.0,4.2,21.0,4.2,0.0,0.0,0.0,0.88,5.4,1.08,0.5,1.41,1.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.9,1.38,1.0,1.62,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,8.4,1.68,1.5,1.91,2.36,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72
Kevin Harris ,NE,RB,5.0,18.0,3.6,52.0,10.4,2.89,14.0,6.2,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.6,18.0,3.6,0.0,0.0,0.0,0.88,11.2,2.24,0.5,3.63,2.62,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.41,11.2,2.24,0.5,3.63,2.65,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.42,11.2,2.24,0.5,3.63,2.68,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.43
Larry Rountree III ,LAC,RB,5.06,19.76,4.12,39.0,7.03,1.74,7.35,2.85,0.0,0.0,0.29,0.03,1.71,0.5,2.0,0.53,9.59,3.27,4.65,0.0,0.0,21.47,4.62,21.76,4.65,0.0,0.0,0.0,0.87,6.62,1.21,0.47,1.72,1.7,4.76,0.29,0.0,0.0,0.0,0.0,0.0,1.17,7.48,1.45,0.82,1.85,2.04,4.76,0.29,0.0,0.0,0.0,0.0,0.0,1.4,8.33,1.71,1.25,2.0,2.37,5.06,0.0,0.0,0.0,0.0,0.0,0.0,1.66
Ty Montgomery ,NE,RB,12.25,18.12,1.71,65.62,6.98,3.56,16.5,3.3,0.5,0.08,0.0,0.0,12.38,0.94,19.88,1.55,77.38,6.07,6.83,0.0,0.0,30.5,2.65,38.0,3.26,0.0,0.0,0.0,0.98,14.3,1.3,0.26,2.39,1.68,11.88,0.12,0.25,0.0,0.0,0.05,0.0,1.09,20.49,1.77,0.44,3.0,2.2,11.25,0.75,0.25,0.0,0.0,0.05,0.0,1.36,26.67,2.25,0.59,3.63,2.69,11.25,1.0,0.0,0.0,0.0,0.0,0.0,1.6
Trayveon Williams ,CIN,RB,5.71,18.14,3.42,81.29,13.59,4.15,22.86,5.23,1.14,0.11,0.0,0.0,2.14,0.32,2.86,0.5,11.43,1.57,4.57,0.0,0.0,20.29,3.74,21.0,3.92,0.29,0.03,0.01,0.89,8.7,1.46,0.66,2.13,1.95,5.43,0.29,0.0,0.0,0.0,0.0,0.0,1.29,9.77,1.62,0.66,2.4,2.13,5.43,0.29,0.0,0.0,0.0,0.0,0.0,1.35,10.84,1.78,0.66,2.67,2.29,5.43,0.29,0.0,0.0,0.0,0.0,0.0,1.41
Pierre Strong Jr. ,NE,RB,10.0,10.0,1.0,100.0,10.0,10.0,44.0,6.3,3.0,0.3,1.0,0.1,7.0,0.7,7.0,0.7,42.0,4.2,6.0,0.0,0.0,17.0,1.7,17.0,1.7,0.0,0.0,0.0,1.0,20.2,2.02,0.0,4.7,2.22,9.0,0.0,0.0,1.0,0.0,0.11,0.11,1.14,23.7,2.37,0.0,5.07,2.58,9.0,0.0,0.0,1.0,0.0,0.11,0.11,1.29,27.2,2.72,0.0,5.47,2.94,9.0,0.0,0.0,1.0,0.0,0.11,0.11,1.43
Snoop Conner ,JAC,RB,5.0,12.0,2.4,42.0,8.4,3.5,8.0,5.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.4,12.0,2.4,0.0,0.0,0.0,0.88,10.2,2.04,0.6,3.18,2.47,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.28,10.2,2.04,0.6,3.18,2.5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.29,10.2,2.04,0.6,3.18,2.53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
Hassan Haskins ,TEN,RB,14.0,25.0,1.79,93.0,6.64,3.72,12.0,2.64,0.0,0.0,0.0,0.0,11.0,0.79,12.0,0.86,57.0,4.07,5.18,0.0,0.0,36.0,2.57,37.0,2.64,0.0,0.0,0.0,1.0,15.0,1.07,0.25,1.62,1.53,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,20.5,1.46,0.5,1.96,2.02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,26.0,1.86,0.75,2.34,2.48,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56
Zander Horvath ,LAC,RB,8.0,4.0,0.5,8.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.62,8.0,1.0,8.0,1.0,1.6,2.0,0.25,9.0,1.12,12.0,1.5,0.0,0.0,0.0,0.95,13.6,1.7,0.2,2.94,2.1,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.02,16.1,2.01,0.4,3.22,2.45,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.23,18.6,2.33,0.65,3.53,2.8,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.46
Patrick Taylor Jr. ,GB,RB,6.41,13.82,2.36,48.06,8.36,3.33,7.76,3.45,0.0,0.0,0.29,0.06,1.29,0.22,1.29,0.22,12.88,1.89,12.44,0.0,0.0,15.12,2.58,15.12,2.58,0.0,0.0,0.0,0.91,7.86,1.38,0.75,1.94,1.82,6.12,0.0,0.29,0.0,0.0,0.07,0.0,1.19,8.51,1.49,0.75,2.16,1.93,6.12,0.0,0.29,0.0,0.0,0.07,0.0,1.23,9.15,1.6,0.75,2.4,2.05,6.12,0.0,0.29,0.0,0.0,0.07,0.0,1.27
Keaontay Ingram ,ARI,RB,11.0,27.0,2.45,60.0,5.45,2.22,13.0,4.45,0.0,0.0,1.0,0.09,4.0,0.36,5.0,0.45,21.0,1.91,5.25,0.0,0.0,31.0,2.82,32.0,2.91,0.0,0.0,0.0,1.0,14.1,1.28,0.3,2.84,1.59,10.0,0.0,1.0,0.0,0.0,0.1,0.0,1.1,16.1,1.46,0.5,3.12,1.8,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.21,18.1,1.65,0.5,3.42,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.29
Patrick Ricard ,BAL,RB,11.53,5.53,0.45,12.47,1.02,2.2,4.12,1.02,0.0,0.0,0.0,0.0,10.12,0.89,13.0,1.18,70.76,6.33,7.07,0.29,0.04,15.65,1.34,18.53,1.64,0.0,0.0,0.0,0.99,10.09,0.95,0.44,1.47,1.42,11.24,0.0,0.29,0.0,0.0,0.04,0.0,0.91,15.15,1.41,0.56,1.93,1.95,11.24,0.0,0.29,0.0,0.0,0.04,0.0,1.17,20.21,1.85,1.06,2.41,2.46,11.24,0.0,0.29,0.0,0.0,0.04,0.0,1.56
Gary Brightwell ,NYG,RB,15.0,31.0,2.07,141.0,9.4,4.55,25.0,5.07,1.0,0.07,1.0,0.07,5.0,0.33,8.0,0.53,39.0,2.6,7.8,0.0,0.0,36.0,2.4,39.0,2.6,0.0,0.0,0.0,1.0,24.0,1.6,0.0,2.49,2.06,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.08,26.5,1.77,0.0,2.74,2.24,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,29.0,1.93,0.0,3.01,2.43,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23
Derek Watt ,FA,RB,12.0,9.0,0.75,21.0,1.75,2.33,4.0,1.58,0.0,0.0,1.0,0.08,5.0,0.42,5.0,0.42,11.0,0.92,2.2,1.0,0.08,14.0,1.17,14.0,1.17,0.0,0.0,0.0,1.0,15.2,1.27,0.25,2.39,1.65,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.87,17.7,1.48,0.4,2.56,1.9,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.04,20.2,1.68,0.4,2.76,2.16,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.14
Julius Chestnut ,TEN,RB,6.0,9.0,1.5,12.0,2.0,1.33,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,3.0,0.5,41.0,6.83,13.67,0.0,0.0,12.0,2.0,12.0,2.0,0.0,0.0,0.0,0.9,5.3,0.88,0.4,1.26,1.35,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,6.8,1.13,0.65,1.48,1.68,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,8.3,1.38,0.65,1.77,1.98,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13
Anthony McFarland Jr. ,PIT,RB,5.29,11.57,1.57,34.43,3.65,1.69,7.86,2.61,0.29,0.03,0.0,0.0,2.43,0.39,3.57,0.5,23.29,4.02,10.43,0.0,0.0,14.0,1.96,15.14,2.07,0.0,0.0,0.0,0.87,5.77,0.77,0.47,0.91,1.23,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.82,6.99,0.96,0.5,1.17,1.48,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.92,8.2,1.16,0.56,1.45,1.72,5.29,0.0,0.0,0.0,0.0,0.0,0.0,1.03
Keith Smith ,ATL,RB,13.86,7.57,0.56,24.14,1.83,2.96,6.57,1.39,0.0,0.0,0.0,0.0,9.57,0.69,11.43,0.82,56.86,4.13,5.97,0.0,0.0,17.14,1.25,19.0,1.38,0.0,0.0,0.0,1.0,8.1,0.6,0.24,0.91,0.98,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.63,12.89,0.95,0.46,1.34,1.43,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.89,17.67,1.29,0.53,1.79,1.84,13.86,0.0,0.0,0.0,0.0,0.0,0.0,1.09
Michael Burton ,DEN,RB,10.0,8.0,0.8,26.0,2.6,3.25,7.0,2.6,0.0,0.0,1.0,0.1,3.0,0.3,3.0,0.3,31.0,3.1,10.33,0.0,0.0,11.0,1.1,11.0,1.1,0.0,0.0,0.0,1.0,11.7,1.17,0.25,2.66,1.48,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,13.2,1.32,0.25,2.98,1.64,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87,14.7,1.47,0.25,3.3,1.8,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.93
Jonathan Ward ,TEN,RB,5.47,6.18,1.18,27.35,5.49,4.61,10.53,2.94,0.0,0.0,0.0,0.0,2.29,0.45,3.29,0.66,14.94,2.35,5.8,0.0,0.0,8.47,1.63,9.47,1.84,0.0,0.0,0.0,0.89,4.23,0.78,0.16,1.31,1.19,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.64,5.38,1.01,0.45,1.49,1.5,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.85,6.52,1.24,0.63,1.7,1.79,5.47,0.0,0.0,0.0,0.0,0.0,0.0,1.02
Godwin Igwebuike ,SEA,RB,15.0,18.0,1.2,118.0,7.87,6.56,42.0,4.93,3.0,0.2,1.0,0.07,7.0,0.47,10.0,0.67,60.0,4.0,8.57,0.0,0.0,25.0,1.67,28.0,1.87,2.0,0.13,0.08,1.0,14.0,0.93,0.0,3.03,1.14,14.0,0.0,1.0,0.0,0.0,0.07,0.0,0.68,17.5,1.17,0.0,2.98,1.45,14.0,0.0,1.0,0.0,0.0,0.07,0.0,0.8,21.0,1.4,0.0,3.01,1.76,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.89
Adam Prentice ,NO,RB,5.71,3.71,0.65,7.82,1.35,2.08,2.71,1.12,0.0,0.0,0.0,0.0,3.0,0.53,3.0,0.53,11.06,2.0,3.69,0.0,0.0,6.71,1.18,6.71,1.18,0.0,0.0,0.0,0.89,1.89,0.34,0.26,0.27,0.75,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.47,3.39,0.6,0.66,0.46,1.19,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.77,4.89,0.86,0.98,0.72,1.55,5.71,0.0,0.0,0.0,0.0,0.0,0.0,1.01
Zamir White ,LV,RB,11.0,17.0,1.55,70.0,6.36,4.12,22.0,5.73,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.55,17.0,1.55,0.0,0.0,0.0,1.0,7.0,0.64,0.4,1.06,1.01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,7.0,0.64,0.4,1.06,1.02,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,7.0,0.64,0.4,1.06,1.04,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73
Trestan Ebner ,CHI,RB,11.0,24.0,2.18,54.0,4.91,2.25,11.0,2.91,0.0,0.0,0.0,0.0,2.0,0.18,8.0,0.73,8.0,0.73,4.0,0.0,0.0,26.0,2.36,32.0,2.91,1.0,0.09,0.04,1.0,4.2,0.38,0.0,0.77,0.66,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,5.2,0.47,0.0,0.87,0.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,6.2,0.56,0.0,1.06,0.92,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66
Dwayne Washington ,NO,RB,7.0,11.0,1.57,38.0,5.43,3.45,8.0,2.43,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.14,7.0,1.0,7.0,0.0,0.0,12.0,1.71,12.0,1.71,0.0,0.0,0.0,0.92,4.5,0.64,0.0,0.82,1.09,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,5.0,0.71,0.0,0.91,1.19,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.5,0.79,0.0,1.03,1.29,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
Devine Ozigbo ,FA,RB,4.13,3.13,0.88,5.13,1.26,1.4,3.93,1.68,0.0,0.0,0.0,0.0,2.2,0.43,2.33,0.45,9.53,1.65,3.53,0.0,0.0,5.33,1.31,5.47,1.32,0.0,0.0,0.0,0.85,1.47,0.29,0.19,0.29,0.78,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.44,2.57,0.51,0.22,0.65,0.95,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.52,3.67,0.73,0.25,1.01,1.2,4.07,0.07,0.0,0.0,0.0,0.0,0.0,0.62
Connor Heyward ,PIT,RB,15.0,2.0,0.13,27.0,1.8,13.5,21.0,1.8,1.0,0.07,0.0,0.0,12.0,0.8,17.0,1.13,151.0,10.07,12.58,1.0,0.07,14.0,0.93,19.0,1.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,6.0,0.4,0.0,0.51,0.77,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,12.0,0.8,0.0,1.01,1.32,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
Mekhi Sargent ,JAC,RB,5.0,5.0,1.0,11.0,2.2,2.2,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,1.2,0.0,0.0,0.0,0.88,1.1,0.22,0.2,0.18,0.55,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.1,0.22,0.2,0.18,0.55,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,1.1,0.22,0.2,0.18,0.56,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
Andrew Beck ,HOU,RB,9.0,2.0,0.22,0.0,0.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,5.0,0.56,11.0,1.22,69.0,7.67,13.8,0.0,0.0,7.0,0.78,13.0,1.44,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.5,0.28,0.0,0.44,0.56,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,5.0,0.56,0.0,0.88,0.95,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
