Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Cedrick Wilson Jr. ,MIA,WR,3.0,16,17,1.06,28,1.75,189,11.81,11.12,42,5.56,6,0.38,2,0.12,3,0.19,-12,-0.75,-4.0,0,0.0,20,1.25,31,1.94,0,0.0,0.0,1.0,34.6,2.16,0.15,5.77,2.22,14,1,0,0,1,0.07,0.07,1.31,43.1,2.69,0.25,6.46,2.77,14,1,0,0,1,0.07,0.07,1.6,51.6,3.22,0.25,7.17,3.32,14,1,0,0,1,0.07,0.07,1.85
Freddie Swain ,MIA,WR,4.0,16,13,0.81,21,1.31,159,9.94,12.23,23,8.06,3,0.19,2,0.12,0,0.0,0,0.0,0.0,0,0.0,13,0.81,21,1.31,0,0.0,0.0,1.0,27.9,1.74,0.15,2.77,2.15,14,2,0,0,0,0.0,0.0,1.17,34.4,2.15,0.4,3.1,2.65,14,2,0,0,0,0.0,0.0,1.51,40.9,2.56,0.65,3.46,3.16,14,2,0,0,0,0.0,0.0,1.84
John Hightower ,LAC,WR,3.0,13,10,0.77,29,2.23,167,12.85,16.7,59,11.0,8,0.62,0,0.0,1,0.08,1,0.08,1.0,0,0.0,11,0.85,30,2.31,0,0.0,0.0,1.0,18.8,1.45,0.1,2.15,1.9,13,0,0,0,0,0.0,0.0,1.13,23.8,1.83,0.3,2.41,2.4,13,0,0,0,0,0.0,0.0,1.45,28.8,2.22,0.8,2.71,2.91,13,0,0,0,0,0.0,0.0,1.9
Equanimeous St. Brown ,CHI,WR,4.0,12,7,0.58,13,1.08,117,9.75,16.71,24,8.5,3,0.25,1,0.08,1,0.08,7,0.58,7.0,0,0.0,8,0.67,14,1.17,0,0.0,0.0,1.0,18.4,1.53,0.35,2.49,1.94,11,1,0,0,0,0.0,0.0,1.15,21.9,1.82,0.6,2.72,2.33,11,1,0,0,0,0.0,0.0,1.43,25.4,2.12,0.85,2.98,2.72,11,1,0,0,0,0.0,0.0,1.72
Isaiah Zuber ,LV,WR,7.0,4,2,0.5,2,0.5,29,7.25,14.5,16,7.25,0,0.0,0,0.0,2,0.5,21,5.25,10.5,0,0.0,4,1.0,4,1.0,0,0.0,0.0,0.65,5.0,1.25,1.3,0.33,2.62,4,0,0,0,0,0.0,0.0,1.21,6.0,1.5,1.55,0.57,2.82,4,0,0,0,0,0.0,0.0,1.34,7.0,1.75,1.8,0.84,3.08,4,0,0,0,0,0.0,0.0,1.49
Mack Hollins ,ATL,WR,1.0,16,16,1.0,25,1.56,176,11.0,11.0,34,6.88,3,0.19,1,0.06,0,0.0,0,0.0,0.0,0,0.0,16,1.0,25,1.56,1,0.06,0.06,1.0,21.6,1.35,0.05,2.5,1.71,14,2,0,0,0,0.0,0.0,0.95,29.6,1.85,0.3,2.99,2.3,14,2,0,0,0,0.0,0.0,1.33,37.6,2.35,0.55,3.54,2.89,14,2,0,0,0,0.0,0.0,1.7
C.J. Board ,TEN,WR,2.0,14,11,0.79,16,1.14,101,7.21,9.18,16,5.43,0,0.0,0,0.0,1,0.07,3,0.21,3.0,0,0.0,12,0.86,17,1.21,0,0.0,0.0,1.0,10.4,0.74,0.55,0.95,1.2,14,0,0,0,0,0.0,0.0,0.91,15.9,1.14,0.8,1.37,1.72,14,0,0,0,0,0.0,0.0,1.25,21.4,1.53,1.3,1.8,2.22,14,0,0,0,0,0.0,0.0,1.71
Trent Taylor ,CIN,WR,4.0,12,10,0.83,21,1.75,86,7.17,8.6,29,6.67,2,0.17,0,0.0,0,0.0,0,0.0,0.0,0,0.0,10,0.83,21,1.75,0,0.0,0.0,1.0,8.6,0.72,0.35,1.0,1.14,12,0,0,0,0,0.0,0.0,0.85,13.6,1.13,0.65,1.46,1.69,12,0,0,0,0,0.0,0.0,1.23,18.6,1.55,0.9,1.95,2.21,12,0,0,0,0,0.0,0.0,1.57
Ray-Ray McCloud III ,SF,WR,4.0,16,20,1.25,22,1.38,77,4.81,3.85,13,3.88,0,0.0,0,0.0,4,0.25,65,4.06,16.25,0,0.0,24,1.5,26,1.62,1,0.06,0.04,1.0,12.2,0.76,0.0,1.97,1.02,15,1,0,0,0,0.0,0.0,0.62,22.2,1.39,0.5,2.4,1.83,15,1,0,0,0,0.0,0.0,1.21,32.2,2.01,1.2,2.89,2.6,15,1,0,0,0,0.0,0.0,1.87
J.J. Arcega-Whiteside ,FA,WR,71.0,8,4,0.5,8,1.0,85,10.62,21.25,37,9.38,4,0.5,0,0.0,0,0.0,0,0.0,0.0,0,0.0,4,0.5,8,1.0,0,0.0,0.0,0.88,10.5,1.31,0.4,1.71,1.82,8,0,0,0,0,0.0,0.0,0.97,12.5,1.56,0.65,2.03,2.14,8,0,0,0,0,0.0,0.0,1.2,14.5,1.81,0.9,2.36,2.46,8,0,0,0,0,0.0,0.0,1.43
Brandon Powell ,MIN,WR,3.0,15,12,0.8,18,1.2,69,4.6,5.75,13,3.53,0,0.0,2,0.13,2,0.13,7,0.47,3.5,0,0.0,14,0.93,20,1.33,1,0.07,0.07,1.0,17.6,1.17,0.3,2.48,1.49,13,2,0,0,0,0.0,0.0,0.94,23.6,1.57,0.3,2.74,2.0,13,2,0,0,0,0.0,0.0,1.17,29.6,1.97,0.3,3.04,2.52,13,2,0,0,0,0.0,0.0,1.4
Lawrence Cager ,NYG,WR,5.0,2,2,1.0,6,3.0,35,17.5,17.5,19,9.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,1.0,6,3.0,0,0.0,0.0,0.44,3.5,1.75,1.75,2.47,2.22,2,0,0,0,0,0.0,0.0,0.92,4.5,2.25,2.25,3.18,2.76,2,0,0,0,0,0.0,0.0,1.13,5.5,2.75,2.75,3.89,3.3,2,0,0,0,0,0.0,0.0,1.34
Mike Thomas ,BAL,WR,4.0,14,13,0.93,21,1.5,132,9.43,10.15,29,5.93,2,0.14,1,0.07,1,0.07,1,0.07,1.0,0,0.0,14,1.0,22,1.57,1,0.07,0.07,1.0,17.3,1.24,0.0,2.73,1.53,13,1,0,0,0,0.0,0.0,0.84,23.8,1.7,0.0,3.26,2.07,13,0,1,0,0,0.08,0.0,1.13,30.3,2.16,0.0,3.82,2.61,13,0,1,0,0,0.08,0.0,1.37
Bisi Johnson ,FA,WR,66.0,16,14,0.88,19,1.19,189,11.81,13.5,29,6.56,3,0.19,0,0.0,0,0.0,0,0.0,0.0,0,0.0,14,0.88,19,1.19,0,0.0,0.0,1.0,20.9,1.31,0.0,2.61,1.63,15,1,0,0,0,0.0,0.0,0.85,27.9,1.74,0.0,3.51,2.09,14,1,1,0,0,0.07,0.0,1.09,34.9,2.18,0.0,4.42,2.54,14,1,1,0,0,0.07,0.0,1.29
Gunner Olszewski ,PIT,WR,4.0,13,5,0.38,5,0.38,62,4.77,12.4,38,4.69,2,0.15,1,0.08,5,0.38,23,1.77,4.6,0,0.0,10,0.77,10,0.77,0,0.0,0.0,1.0,20.5,1.58,0.0,4.31,1.74,12,0,0,1,0,0.08,0.08,0.92,23.0,1.77,0.0,4.45,1.99,12,0,0,1,0,0.08,0.08,1.04,25.5,1.96,0.0,4.61,2.26,12,0,0,1,0,0.08,0.08,1.15
Noah Brown ,HOU,WR,3.0,16,14,0.88,24,1.5,154,9.62,11.0,20,6.19,1,0.06,0,0.0,1,0.06,4,0.25,4.0,0,0.0,15,0.94,25,1.56,0,0.0,0.0,1.0,15.8,0.99,0.0,1.48,1.42,16,0,0,0,0,0.0,0.0,0.8,22.8,1.42,0.0,2.1,1.94,16,0,0,0,0,0.0,0.0,1.03,29.8,1.86,0.0,2.72,2.44,15,1,0,0,0,0.0,0.0,1.26
Austin Carr ,FA,WR,80.5,6,3,0.5,4,0.67,27,4.5,9.0,11,4.5,0,0.0,1,0.17,0,0.0,0,0.0,0.0,0,0.0,3,0.5,4,0.67,0,0.0,0.0,0.78,8.7,1.45,0.3,2.8,1.78,5,1,0,0,0,0.0,0.0,0.79,10.2,1.7,0.55,2.96,2.12,5,1,0,0,0,0.0,0.0,0.99,11.7,1.95,0.8,3.14,2.47,5,1,0,0,0,0.0,0.0,1.2
Ja'Marcus Bradley ,PIT,WR,3.0,3,5,1.67,11,3.67,60,20.0,12.0,22,7.33,1,0.33,0,0.0,0,0.0,0,0.0,0.0,0,0.0,5,1.67,11,3.67,0,0.0,0.0,0.56,6.0,2.0,0.0,3.46,2.33,2,1,0,0,0,0.0,0.0,0.79,8.5,2.83,0.0,4.91,3.12,2,1,0,0,0,0.0,0.0,0.99,11.0,3.67,0.0,6.35,3.89,2,1,0,0,0,0.0,0.0,1.18
Kalif Raymond ,DET,WR,3.0,15,9,0.6,15,1.0,187,12.47,20.78,61,7.47,9,0.6,0,0.0,1,0.07,-3,-0.2,-3.0,0,0.0,10,0.67,16,1.07,0,0.0,0.0,1.0,18.4,1.23,0.0,3.02,1.48,14,0,1,0,0,0.07,0.0,0.81,22.9,1.53,0.0,3.5,1.83,14,0,1,0,0,0.07,0.0,0.96,27.4,1.83,0.0,4.0,2.18,14,0,1,0,0,0.07,0.0,1.12
Dante Pettis ,FA,WR,75.5,7,4,0.57,6,0.86,76,10.86,19.0,33,7.57,3,0.43,1,0.14,0,0.0,0,0.0,0.0,0,0.0,4,0.57,6,0.86,1,0.14,0.25,0.84,11.6,1.66,0.0,4.12,1.85,6,0,1,0,0,0.17,0.0,0.84,13.6,1.94,0.0,4.54,2.18,6,0,1,0,0,0.17,0.0,0.96,15.6,2.23,0.0,4.98,2.51,6,0,1,0,0,0.17,0.0,1.09
Christian Blake ,FA,WR,67.0,16,13,0.81,18,1.12,141,8.81,10.85,25,6.0,3,0.19,0,0.0,0,0.0,0,0.0,0.0,0,0.0,13,0.81,18,1.12,0,0.0,0.0,1.0,14.1,0.88,0.0,1.47,1.27,16,0,0,0,0,0.0,0.0,0.69,20.6,1.29,0.0,1.99,1.77,16,0,0,0,0,0.0,0.0,0.91,27.1,1.69,0.0,2.52,2.26,16,0,0,0,0,0.0,0.0,1.13
Steven Mitchell Jr. ,FA,WR,61.5,6,5,0.83,8,1.33,60,10.0,12.0,20,6.17,1,0.17,0,0.0,0,0.0,0,0.0,0.0,0,0.0,5,0.83,8,1.33,0,0.0,0.0,0.78,6.0,1.0,0.1,1.58,1.42,6,0,0,0,0,0.0,0.0,0.64,8.5,1.42,0.35,2.13,1.92,6,0,0,0,0,0.0,0.0,0.9,11.0,1.83,0.6,2.7,2.41,6,0,0,0,0,0.0,0.0,1.16
Deontay Burnett ,FA,WR,50.5,2,3,1.5,4,2.0,19,9.5,6.33,10,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,3,1.5,4,2.0,0,0.0,0.0,0.44,1.9,0.95,0.95,1.34,1.4,2,0,0,0,0,0.0,0.0,0.56,3.4,1.7,1.7,2.4,2.23,2,0,0,0,0,0.0,0.0,0.87,4.9,2.45,2.45,3.46,3.03,2,0,0,0,0,0.0,0.0,1.18
Damion Ratley ,FA,WR,50.5,5,4,0.8,10,2.0,63,12.6,15.75,29,9.2,1,0.2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,4,0.8,10,2.0,0,0.0,0.0,0.72,6.3,1.26,0.0,1.73,1.75,5,0,0,0,0,0.0,0.0,0.71,8.3,1.66,0.0,2.33,2.2,5,0,0,0,0,0.0,0.0,0.86,10.3,2.06,0.0,2.96,2.65,5,0,0,0,0,0.0,0.0,1.0
Robert Foster ,FA,WR,58.0,4,2,0.5,6,1.5,37,9.25,18.5,28,9.25,1,0.25,0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,0.5,6,1.5,0,0.0,0.0,0.65,3.7,0.92,0.45,1.32,1.37,4,0,0,0,0,0.0,0.0,0.63,4.7,1.17,0.7,1.56,1.72,4,0,0,0,0,0.0,0.0,0.8,5.7,1.42,0.95,1.82,2.07,4,0,0,0,0,0.0,0.0,0.98
Justin Watson ,FA,WR,71.0,11,7,0.64,11,1.0,94,8.55,13.43,36,5.18,2,0.18,0,0.0,0,0.0,0,0.0,0.0,0,0.0,7,0.64,11,1.0,0,0.0,0.0,1.0,9.4,0.85,0.0,1.77,1.18,11,0,0,0,0,0.0,0.0,0.63,12.9,1.17,0.0,2.36,1.55,11,0,0,0,0,0.0,0.0,0.8,16.4,1.49,0.0,2.97,1.91,10,1,0,0,0,0.0,0.0,0.96
Javon Wims ,ARI,WR,5.0,13,6,0.46,12,0.92,48,3.69,8.0,13,3.31,0,0.0,1,0.08,1,0.08,2,0.15,2.0,0,0.0,7,0.54,13,1.0,0,0.0,0.0,1.0,11.0,0.85,0.0,1.68,1.18,12,1,0,0,0,0.0,0.0,0.63,14.0,1.08,0.0,1.89,1.5,13,0,0,0,0,0.0,0.0,0.78,17.0,1.31,0.0,2.12,1.83,13,0,0,0,0,0.0,0.0,0.92
Diontae Spencer ,NYJ,WR,6.0,11,3,0.27,6,0.55,26,2.36,8.67,10,2.36,0,0.0,0,0.0,3,0.27,19,1.73,6.33,0,0.0,6,0.55,9,0.82,0,0.0,0.0,1.0,10.5,0.95,0.0,1.79,1.31,10,1,0,0,0,0.0,0.0,0.67,12.0,1.09,0.0,1.82,1.54,11,0,0,0,0,0.0,0.0,0.77,13.5,1.23,0.0,1.89,1.76,11,0,0,0,0,0.0,0.0,0.88
Austin Mack ,FA,WR,71.0,11,7,0.64,11,1.0,91,8.27,13.0,50,6.27,4,0.36,0,0.0,0,0.0,0,0.0,0.0,0,0.0,7,0.64,11,1.0,0,0.0,0.0,1.0,9.1,0.83,0.0,2.14,1.09,10,1,0,0,0,0.0,0.0,0.59,12.6,1.15,0.0,2.73,1.46,10,1,0,0,0,0.0,0.0,0.76,16.1,1.46,0.0,3.32,1.83,10,1,0,0,0,0.0,0.0,0.92
Alex Erickson ,WAS,WR,3.0,16,12,0.75,17,1.06,139,8.69,11.58,42,5.31,4,0.25,0,0.0,5,0.31,7,0.44,1.4,0,0.0,17,1.06,22,1.38,2,0.12,0.12,1.0,10.6,0.66,0.0,2.36,0.85,15,1,0,0,0,0.0,0.0,0.52,16.6,1.04,0.0,3.08,1.28,15,0,1,0,0,0.07,0.0,0.75,22.6,1.41,0.0,3.83,1.7,15,0,1,0,0,0.07,0.0,0.94
Malik Taylor ,NYJ,WR,7.0,15,5,0.33,6,0.4,66,4.4,13.2,26,4.33,2,0.13,1,0.07,1,0.07,9,0.6,9.0,0,0.0,6,0.4,7,0.47,0,0.0,0.0,1.0,13.5,0.9,0.0,1.79,1.24,14,1,0,0,0,0.0,0.0,0.6,16.0,1.07,0.0,2.09,1.45,14,1,0,0,0,0.0,0.0,0.7,18.5,1.23,0.0,2.39,1.67,14,1,0,0,0,0.0,0.0,0.8
Terry Godwin ,FA,WR,45.5,3,3,1.0,6,2.0,32,10.67,10.67,21,7.0,1,0.33,0,0.0,1,0.33,3,1.0,3.0,0,0.0,4,1.33,7,2.33,0,0.0,0.0,0.56,3.5,1.17,0.0,2.02,1.56,3,0,0,0,0,0.0,0.0,0.52,5.0,1.67,0.0,2.89,2.09,3,0,0,0,0,0.0,0.0,0.66,6.5,2.17,0.0,3.75,2.62,3,0,0,0,0,0.0,0.0,0.79
Jaydon Mickens ,NYG,WR,7.0,10,7,0.7,10,1.0,58,5.8,8.29,11,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,7,0.7,10,1.0,0,0.0,0.0,0.96,5.8,0.58,0.0,1.27,0.87,10,0,0,0,0,0.0,0.0,0.47,9.3,0.93,0.0,2.08,1.27,10,0,0,0,0,0.0,0.0,0.65,12.8,1.28,0.0,2.89,1.65,9,1,0,0,0,0.0,0.0,0.81
Tyrie Cleveland ,PHI,WR,4.0,10,6,0.6,9,0.9,63,6.3,10.5,17,3.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,6,0.6,9,0.9,0,0.0,0.0,0.96,6.3,0.63,0.0,1.41,0.92,10,0,0,0,0,0.0,0.0,0.49,9.3,0.93,0.0,2.04,1.27,10,0,0,0,0,0.0,0.0,0.64,12.3,1.23,0.0,2.68,1.62,9,1,0,0,0,0.0,0.0,0.79
Jake Kumerow ,FA,WR,91.0,6,1,0.17,1,0.17,22,3.67,22.0,22,3.67,1,0.17,1,0.17,0,0.0,0,0.0,0.0,0,0.0,1,0.17,1,0.17,0,0.0,0.0,0.78,8.2,1.37,0.0,3.35,1.61,5,1,0,0,0,0.0,0.0,0.58,8.7,1.45,0.0,3.55,1.73,5,1,0,0,0,0.0,0.0,0.62,9.2,1.53,0.0,3.76,1.86,5,1,0,0,0,0.0,0.0,0.67
Darrius Shepherd ,FA,WR,71.0,8,5,0.62,8,1.0,46,5.75,9.2,19,5.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,5,0.62,8,1.0,1,0.12,0.2,0.88,2.6,0.32,0.15,1.23,0.49,8,0,0,0,0,0.0,0.0,0.34,5.1,0.64,0.4,1.54,0.94,8,0,0,0,0,0.0,0.0,0.62,7.6,0.95,0.65,1.87,1.37,8,0,0,0,0,0.0,0.0,0.89
Riley Ridley ,FA,WR,77.0,5,4,0.8,4,0.8,39,7.8,9.75,18,5.6,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,4,0.8,4,0.8,0,0.0,0.0,0.72,3.9,0.78,0.0,1.1,1.21,5,0,0,0,0,0.0,0.0,0.45,5.9,1.18,0.0,1.63,1.71,5,0,0,0,0,0.0,0.0,0.61,7.9,1.58,0.0,2.18,2.19,5,0,0,0,0,0.0,0.0,0.77
Ted Ginn Jr. ,FA,WR,64.5,5,3,0.6,6,1.2,40,8.0,13.33,29,7.0,1,0.2,0,0.0,0,0.0,0,0.0,0.0,0,0.0,3,0.6,6,1.2,0,0.0,0.0,0.72,4.0,0.8,0.0,1.27,1.2,5,0,0,0,0,0.0,0.0,0.48,5.5,1.1,0.0,1.57,1.61,5,0,0,0,0,0.0,0.0,0.61,7.0,1.4,0.0,1.94,2.0,5,0,0,0,0,0.0,0.0,0.74
River Cracraft ,MIA,WR,5.0,9,6,0.67,9,1.0,41,4.56,6.83,12,3.11,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,6,0.67,9,1.0,0,0.0,0.0,0.93,4.1,0.46,0.0,0.7,0.79,9,0,0,0,0,0.0,0.0,0.42,7.1,0.79,0.0,1.19,1.24,9,0,0,0,0,0.0,0.0,0.61,10.1,1.12,0.0,1.69,1.66,9,0,0,0,0,0.0,0.0,0.78
Tavon Austin ,FA,WR,63.0,4,5,1.25,5,1.25,20,5.0,4.0,7,4.5,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,5,1.25,5,1.25,1,0.25,0.2,0.65,0.0,0.0,0.25,0.93,0.0,4,0,0,0,0,0.0,0.0,0.15,2.5,0.62,0.75,1.23,0.97,4,0,0,0,0,0.0,0.0,0.58,5.0,1.25,1.25,1.63,1.87,4,0,0,0,0,0.0,0.0,0.99
Josh Malone ,FA,WR,57.0,4,4,1.0,6,1.5,16,4.0,4.0,13,3.25,0,0.0,0,0.0,1,0.25,12,3.0,12.0,0,0.0,5,1.25,7,1.75,0,0.0,0.0,0.65,2.8,0.7,0.0,1.4,1.02,4,0,0,0,0,0.0,0.0,0.41,4.8,1.2,0.0,2.4,1.58,4,0,0,0,0,0.0,0.0,0.57,6.8,1.7,0.0,3.4,2.11,4,0,0,0,0,0.0,0.0,0.73
Joe Reed ,CHI,WR,6.0,11,0,0.0,1,0.09,0,0.0,0.0,0,0.0,0,0.0,0,0.0,5,0.45,29,2.64,5.8,1,0.09,5,0.45,6,0.55,0,0.0,0.0,1.0,8.9,0.81,0.0,2.21,1.06,10,1,0,0,0,0.0,0.0,0.53,8.9,0.81,0.0,2.21,1.09,10,1,0,0,0,0.0,0.0,0.54,8.9,0.81,0.0,2.21,1.12,11,0,0,0,0,0.0,0.0,0.56
Seth Roberts ,FA,WR,75.5,7,4,0.57,6,0.86,31,4.43,7.75,12,3.86,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,4,0.57,6,0.86,0,0.0,0.0,0.84,3.1,0.44,0.0,0.64,0.79,7,0,0,0,0,0.0,0.0,0.37,5.1,0.73,0.0,1.02,1.19,7,0,0,0,0,0.0,0.0,0.52,7.1,1.01,0.0,1.41,1.57,7,0,0,0,0,0.0,0.0,0.66
Ty Montgomery ,NE,WR,5.0,6,3,0.5,6,1.0,27,4.5,9.0,17,3.17,0,0.0,0,0.0,19,3.17,101,16.83,5.32,0,0.0,22,3.67,25,4.17,0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0.0,0.0,0.33,1.5,0.25,0.0,0.42,0.51,6,0,0,0,0,0.0,0.0,0.51,3.0,0.5,0.0,0.84,0.88,6,0,0,0,0,0.0,0.0,0.64
Ashton Dulin ,IND,WR,3.0,13,3,0.23,6,0.46,53,4.08,17.67,34,4.08,2,0.15,0,0.0,2,0.15,11,0.85,5.5,0,0.0,5,0.38,8,0.62,0,0.0,0.0,1.0,6.4,0.49,0.0,1.05,0.77,13,0,0,0,0,0.0,0.0,0.41,7.9,0.61,0.0,1.22,0.95,13,0,0,0,0,0.0,0.0,0.49,9.4,0.72,0.0,1.41,1.12,13,0,0,0,0,0.0,0.0,0.56
John Ross ,FA,WR,45.5,3,2,0.67,7,2.33,17,5.67,8.5,15,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,0.67,7,2.33,0,0.0,0.0,0.56,1.7,0.57,0.0,0.98,0.91,3,0,0,0,0,0.0,0.0,0.36,2.7,0.9,0.0,1.56,1.32,3,0,0,0,0,0.0,0.0,0.46,3.7,1.23,0.0,2.14,1.72,3,0,0,0,0,0.0,0.0,0.56
KJ Hill Jr. ,FA,WR,79.0,15,7,0.47,11,0.73,73,4.87,10.43,25,3.93,1,0.07,0,0.0,0,0.0,0,0.0,0.0,0,0.0,7,0.47,11,0.73,1,0.07,0.14,1.0,5.3,0.35,0.0,1.22,0.53,15,0,0,0,0,0.0,0.0,0.31,8.8,0.59,0.0,1.6,0.85,15,0,0,0,0,0.0,0.0,0.46,12.3,0.82,0.0,2.0,1.16,15,0,0,0,0,0.0,0.0,0.6
Cody Hollister ,TEN,WR,4.0,2,1,0.5,1,0.5,12,6.0,12.0,12,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0.0,0.44,1.2,0.6,0.6,0.85,0.99,2,0,0,0,0,0.0,0.0,0.34,1.7,0.85,0.85,1.2,1.33,2,0,0,0,0,0.0,0.0,0.46,2.2,1.1,1.1,1.56,1.66,2,0,0,0,0,0.0,0.0,0.57
Pharoh Cooper ,ARI,WR,6.0,16,5,0.31,8,0.5,73,4.56,14.6,32,3.31,2,0.12,0,0.0,0,0.0,0,0.0,0.0,0,0.0,5,0.31,8,0.5,0,0.0,0.0,1.0,7.3,0.46,0.0,1.32,0.68,16,0,0,0,0,0.0,0.0,0.35,9.8,0.61,0.0,1.71,0.88,16,0,0,0,0,0.0,0.0,0.44,12.3,0.77,0.0,2.1,1.08,15,1,0,0,0,0.0,0.0,0.53
Nick Westbrook-Ikhine ,TEN,WR,3.0,14,3,0.21,8,0.57,33,2.36,11.0,19,2.36,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,3,0.21,8,0.57,0,0.0,0.0,1.0,5.3,0.38,0.0,0.71,0.66,14,0,0,0,0,0.0,0.0,0.35,6.8,0.49,0.0,0.85,0.83,14,0,0,0,0,0.0,0.0,0.43,8.3,0.59,0.0,1.01,1.0,14,0,0,0,0,0.0,0.0,0.51
Antonio Gandy-Golden ,FA,WR,61.5,6,1,0.17,7,1.17,3,0.5,3.0,3,0.5,0,0.0,0,0.0,1,0.17,22,3.67,22.0,0,0.0,2,0.33,8,1.33,0,0.0,0.0,0.78,2.5,0.42,0.0,0.88,0.68,6,0,0,0,0,0.0,0.0,0.35,3.0,0.5,0.0,0.89,0.84,6,0,0,0,0,0.0,0.0,0.4,3.5,0.58,0.0,0.95,1.0,6,0,0,0,0,0.0,0.0,0.46
Antonio Callaway ,DAL,WR,4.0,5,2,0.4,4,0.8,20,4.0,10.0,13,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,2,0.4,4,0.8,0,0.0,0.0,0.72,2.0,0.4,0.0,0.59,0.73,5,0,0,0,0,0.0,0.0,0.29,3.0,0.6,0.0,0.85,1.02,5,0,0,0,0,0.0,0.0,0.39,4.0,0.8,0.0,1.12,1.31,5,0,0,0,0,0.0,0.0,0.48
