,,,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,STANDARD
Player,Season,Week,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,FPTS
Rob Gronkowski (FA),2021,1,8,8,90,11.3,20,2,2,0,0,0,0,21.0
Travis Kelce (KC),2021,1,6,7,76,12.7,19,0,2,0,0,0,0,19.6
T.J. Hockenson (MIN),2021,1,8,11,97,12.1,23,2,1,0,0,0,0,17.7
Darren Waller (NYG),2021,1,10,19,105,10.5,24,1,1,0,0,0,0,16.5
Juwan Johnson (NO),2021,1,3,3,21,7.0,12,0,2,0,0,0,0,14.1
Dallas Goedert (PHI),2021,1,4,5,42,10.5,13,0,1,0,0,0,0,10.2
Logan Thomas (WAS),2021,1,3,3,30,10.0,12,0,1,0,0,0,0,9.0
Chris Manhertz (DEN),2021,1,1,1,22,22.0,22,1,1,0,0,0,0,8.2
Gerald Everett (LAC),2021,1,2,2,20,10.0,11,0,1,0,0,0,0,8.0
George Kittle (SF),2021,1,4,5,78,19.5,35,3,0,0,0,0,0,7.8
David Njoku (CLE),2021,1,3,5,76,25.3,43,5,0,0,0,0,0,7.6
Tyler Higbee (LAR),2021,1,5,6,68,13.6,37,2,0,0,0,0,0,6.8
Pharaoh Brown (FA),2021,1,4,5,67,16.8,29,2,0,0,0,0,0,6.7
Noah Fant (SEA),2021,1,6,8,62,10.3,25,1,0,0,0,0,0,6.2
Jared Cook (FA),2021,1,5,8,56,11.2,23,1,0,0,0,0,0,5.6
Albert Okwuegbunam (DEN),2021,1,3,3,16,5.3,6,0,1,0,0,0,1,5.6
James O'Shaughnessy (FA),2021,1,6,8,48,8.0,22,1,0,0,0,0,0,4.8
Jonnu Smith (ATL),2021,1,5,5,42,8.4,11,0,0,1,6,0,0,4.8
Dalton Schultz (HOU),2021,1,6,6,45,7.5,16,0,0,0,0,0,0,4.5
Cole Kmet (CHI),2021,1,5,7,42,8.4,10,0,0,0,0,0,0,4.2
Dawson Knox (BUF),2021,1,4,4,41,10.3,13,0,0,0,0,0,0,4.1
Tyler Conklin (NYJ),2021,1,4,4,41,10.3,27,1,0,0,0,0,0,4.1
Will Dissly (SEA),2021,1,3,3,37,12.3,22,1,0,0,0,0,0,3.7
C.J. Uzomah (NYJ),2021,1,2,2,35,17.5,32,2,0,0,0,0,0,3.5
Zach Ertz (ARI),2021,1,2,2,34,17.0,28,1,0,0,0,0,0,3.4
Hunter Henry (NE),2021,1,3,3,31,10.3,16,0,0,0,0,0,0,3.1
Kyle Pitts (ATL),2021,1,4,8,31,7.8,18,0,0,0,0,0,0,3.1
Hayden Hurst (CAR),2021,1,4,4,28,7.0,9,0,0,0,0,0,0,2.8
Austin Hooper (LV),2021,1,3,3,27,9.0,14,0,0,0,0,0,0,2.7
Tyler Kroft (FA),2021,1,3,5,26,8.7,10,0,0,0,0,0,0,2.6
Pat Freiermuth (PIT),2021,1,1,1,24,24.0,24,1,0,0,0,0,0,2.4
Ryan Griffin (FA),2021,1,3,6,22,7.3,8,0,0,0,0,0,0,2.2
Jack Doyle (FA),2021,1,3,4,21,7.0,9,0,0,0,0,0,0,2.1
Mark Andrews (BAL),2021,1,3,5,20,6.7,10,0,0,0,0,0,0,2.0
Blake Jarwin (FA),2021,1,3,3,20,6.7,7,0,0,0,0,0,0,2.0
Marcedes Lewis (FA),2021,1,1,1,19,19.0,19,0,0,0,0,0,0,1.9
Anthony Firkser (FA),2021,1,3,4,19,6.3,11,0,0,0,0,0,0,1.9
Eric Ebron (FA),2021,1,1,2,19,19.0,19,0,0,0,0,0,0,1.9
Adam Trautman (NO),2021,1,3,6,18,6.0,8,0,0,0,0,0,0,1.8
Ian Thomas (CAR),2021,1,1,2,17,17.0,17,0,0,0,0,0,0,1.7
Harrison Bryant (CLE),2021,1,1,2,17,17.0,17,0,0,0,0,0,0,1.7
Jimmy Graham (FA),2021,1,1,2,11,11.0,11,0,0,0,0,0,0,1.1
Durham Smythe (MIA),2021,1,1,2,9,9.0,9,0,0,0,0,0,0,0.9
Robert Tonyan (CHI),2021,1,2,4,8,4.0,5,0,0,0,0,0,0,0.8
Kyle Rudolph (FA),2021,1,2,5,8,4.0,6,0,0,0,0,0,0,0.8
Eric Saubert (MIA),2021,1,1,2,7,7.0,7,0,0,0,0,0,0,0.7
Dan Arnold (FA),2021,1,2,3,6,3.0,5,0,0,0,0,0,0,0.6
Blake Bell (KC),2021,1,1,1,3,3.0,3,0,0,1,2,0,0,0.5
Darren Fells (FA),2021,1,1,1,2,2.0,2,0,0,0,0,0,0,0.2
Stephen Anderson (FA),2021,1,1,2,1,1.0,1,0,0,0,0,0,0,0.1
Feleipe Franks (ATL),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
J.J. Arcega-Whiteside (FA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Kaden Smith (FA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Josh Oliver (MIN),2021,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chris Herndon IV (FA),2021,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Jared Pinkney (FA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Donald Parham Jr. (LAC),2021,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Dominique Dafney (TB),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Tommy Tremble (CAR),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demetrius Harris (FA),2021,1,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Jordan Akins (CLE),2021,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Andrew DePaola (MIN),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2021,1,0,0,0,0.0,0,0,0,2,1,0,0,0.0
Mike Gesicki (NE),2021,1,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Mo Alie-Cox (IND),2021,1,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Darrell Daniels (FA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Mundt (MIN),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Tomlinson (FA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Daniel Brown (FA),2021,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Geoff Swaim (FA),2021,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Maxx Williams (FA),2021,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Zach Gentry (PIT),2021,1,1,1,-2,-2.0,0,0,0,0,0,0,0,-0.2
Travis Kelce (KC),2021,2,7,8,109,15.6,46,3,1,0,0,0,0,16.9
Rob Gronkowski (FA),2021,2,4,5,39,9.8,20,1,2,0,0,0,0,15.9
T.J. Hockenson (MIN),2021,2,8,9,66,8.3,20,1,1,0,0,0,0,12.6
Robert Tonyan (CHI),2021,2,3,3,52,17.3,22,1,1,0,0,0,0,11.2
Foster Moreau (FA),2021,2,2,3,34,17.0,25,1,1,0,0,0,0,9.4
Maxx Williams (FA),2021,2,7,7,94,13.4,34,3,0,0,0,0,0,9.4
Noah Fant (SEA),2021,2,4,6,33,8.3,14,0,1,0,0,0,0,9.3
Jack Doyle (FA),2021,2,5,8,64,12.8,34,2,0,0,0,0,0,8.4
Ricky Seals-Jones (FA),2021,2,1,1,19,19.0,19,0,1,0,0,0,0,7.9
Dawson Knox (BUF),2021,2,2,3,17,8.5,9,0,1,0,0,0,0,7.7
Kyle Pitts (ATL),2021,2,5,6,73,14.6,24,2,0,0,0,0,0,7.3
Darren Waller (NYG),2021,2,5,7,65,13.0,25,1,0,0,0,0,0,6.5
Mark Andrews (BAL),2021,2,5,5,57,11.4,20,1,0,0,0,0,0,5.7
Dan Arnold (FA),2021,2,3,4,55,18.3,19,0,0,0,0,0,0,5.5
Harrison Bryant (CLE),2021,2,4,4,49,12.3,29,1,0,0,0,0,0,4.9
Logan Thomas (WAS),2021,2,5,7,45,9.0,24,1,0,0,0,0,0,4.5
MyCole Pruitt (FA),2021,2,3,3,43,14.3,22,1,0,0,0,0,0,4.3
Hunter Henry (NE),2021,2,2,4,42,21.0,32,2,0,0,0,0,0,4.2
Mike Gesicki (NE),2021,2,3,6,41,13.7,18,0,0,0,0,0,0,4.1
Austin Hooper (LV),2021,2,5,5,40,8.0,13,0,0,0,0,0,0,4.0
Blake Jarwin (FA),2021,2,3,4,37,12.3,20,1,0,0,0,0,0,3.7
Pat Freiermuth (PIT),2021,2,4,4,36,9.0,14,0,0,0,0,0,0,3.6
Jared Cook (FA),2021,2,3,5,28,9.3,12,0,0,0,0,0,0,2.8
Jonnu Smith (ATL),2021,2,4,5,28,7.0,19,0,0,0,0,0,0,2.8
Kyle Rudolph (FA),2021,2,2,2,25,12.5,13,0,0,0,0,0,0,2.5
James O'Shaughnessy (FA),2021,2,1,1,24,24.0,24,1,0,0,0,0,0,2.4
Albert Okwuegbunam (DEN),2021,2,4,4,24,6.0,14,0,0,0,0,0,0,2.4
Kaden Smith (FA),2021,2,2,2,24,12.0,21,1,0,0,0,0,0,2.4
Dallas Goedert (PHI),2021,2,2,2,24,12.0,14,0,0,0,0,0,0,2.4
Juwan Johnson (NO),2021,2,1,3,23,23.0,23,1,0,0,0,0,0,2.3
O.J. Howard (LV),2021,2,1,1,21,21.0,21,1,0,0,0,0,0,2.1
Blake Bell (KC),2021,2,1,1,20,20.0,20,1,0,0,0,0,0,2.0
Mo Alie-Cox (IND),2021,2,1,2,18,18.0,18,0,0,0,0,0,0,1.8
David Njoku (CLE),2021,2,2,3,18,9.0,11,0,0,0,0,0,0,1.8
Dalton Schultz (HOU),2021,2,2,2,18,9.0,11,0,0,0,0,0,0,1.8
Jordan Akins (CLE),2021,2,1,2,17,17.0,17,0,0,0,0,0,0,1.7
George Kittle (SF),2021,2,4,4,17,4.3,8,0,0,0,0,0,0,1.7
Tyler Conklin (NYJ),2021,2,2,4,15,7.5,9,0,0,0,0,0,0,1.5
Tommy Hudson (FA),2021,2,1,2,14,14.0,14,0,0,0,0,0,0,1.4
Derek Carrier (FA),2021,2,2,2,13,6.5,9,0,0,0,0,0,0,1.3
Geoff Swaim (FA),2021,2,2,2,10,5.0,5,0,0,0,0,0,0,1.0
Ryan Griffin (FA),2021,2,2,2,10,5.0,5,0,0,0,0,0,0,1.0
Lee Smith (FA),2021,2,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Stephen Anderson (FA),2021,2,2,2,9,4.5,7,0,0,0,0,0,0,0.9
Josh Oliver (MIN),2021,2,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Tyler Kroft (FA),2021,2,1,2,8,8.0,8,0,0,0,0,0,0,0.8
Cethan Carter (FA),2021,2,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Tyler Higbee (LAR),2021,2,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Cameron Brate (FA),2021,2,1,1,8,8.0,8,0,0,0,0,0,0,0.8
Eric Saubert (MIA),2021,2,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Ian Thomas (CAR),2021,2,1,2,7,7.0,7,0,0,0,0,0,0,0.7
Hayden Hurst (CAR),2021,2,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Luke Farrell (JAC),2021,2,1,2,6,6.0,6,0,0,0,0,0,0,0.6
Zach Ertz (ARI),2021,2,1,2,6,6.0,6,0,0,0,0,0,0,0.6
C.J. Uzomah (NYJ),2021,2,2,2,4,2.0,3,0,0,0,0,0,0,0.4
Gerald Everett (LAC),2021,2,1,2,3,3.0,3,0,0,0,0,0,0,0.3
Giovanni Ricci (CAR),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Reggie Gilliam (BUF),2021,2,0,0,0,0.0,0,0,0,2,2,0,0,0.0
Ben Ellefson (MIN),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Durham Smythe (MIA),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Cole Kmet (CHI),2021,2,1,1,0,0.0,0,0,0,0,0,0,0,0.0
Parker Hesse (ATL),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jody Fortson (KC),2021,2,1,1,11,11.0,11,0,0,0,0,0,0,0.0
Donald Parham Jr. (LAC),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Matthew Orzech (GB),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jack Stoll (PHI),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
John Bates (WAS),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demetrius Harris (FA),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Ebron (FA),2021,2,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2021,2,0,0,0,0.0,0,0,0,2,16,0,0,0.0
Pharaoh Brown (FA),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Darrell Daniels (FA),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Adam Shaheen (FA),2021,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2021,2,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Dalton Schultz (HOU),2021,3,6,7,80,13.3,22,1,2,0,0,0,0,20.0
Tyler Conklin (NYJ),2021,3,7,8,70,10.0,17,0,1,0,0,0,0,13.0
Zach Ertz (ARI),2021,3,4,7,53,13.3,27,1,1,0,0,0,0,11.3
Dawson Knox (BUF),2021,3,4,5,49,12.3,19,0,1,0,0,0,0,10.9
Mark Andrews (BAL),2021,3,5,7,109,21.8,41,5,0,0,0,0,0,10.9
Travis Kelce (KC),2021,3,7,11,104,14.9,28,2,0,0,0,0,0,10.4
George Kittle (SF),2021,3,7,9,92,13.1,39,2,0,1,9,0,0,10.1
Tyler Higbee (LAR),2021,3,5,5,40,8.0,12,0,1,0,0,0,0,10.0
Tommy Tremble (CAR),2021,3,1,1,30,30.0,30,2,0,1,7,1,0,9.7
Mike Gesicki (NE),2021,3,10,12,86,8.6,27,1,0,0,0,0,0,8.6
Logan Thomas (WAS),2021,3,4,4,42,10.5,15,0,1,0,0,0,1,8.2
Pat Freiermuth (PIT),2021,3,3,5,22,7.3,15,0,1,0,0,0,0,8.2
Austin Hooper (LV),2021,3,2,3,19,9.5,13,0,1,0,0,0,0,7.9
Lee Smith (FA),2021,3,3,3,7,2.3,3,0,1,0,0,0,0,6.7
Dallas Goedert (PHI),2021,3,2,4,66,33.0,38,3,0,0,0,0,0,6.6
Rob Gronkowski (FA),2021,3,4,7,55,13.8,26,1,0,0,0,0,0,5.5
Darren Waller (NYG),2021,3,5,7,54,10.8,23,1,0,0,0,0,0,5.4
Gerald Everett (LAC),2021,3,5,5,54,10.8,17,0,0,0,0,0,0,5.4
Will Dissly (SEA),2021,3,1,1,39,39.0,39,2,0,0,0,0,0,3.9
Hunter Henry (NE),2021,3,5,6,36,7.2,9,0,0,0,0,0,0,3.6
Cameron Brate (FA),2021,3,4,5,35,8.8,17,0,0,0,0,0,0,3.5
Kyle Pitts (ATL),2021,3,2,3,35,17.5,25,1,0,0,0,0,0,3.5
Darren Fells (FA),2021,3,2,3,35,17.5,24,1,0,0,0,0,0,3.5
Jordan Akins (CLE),2021,3,4,5,32,8.0,12,0,0,0,0,0,0,3.2
Jared Cook (FA),2021,3,2,3,27,13.5,21,1,0,0,0,0,0,2.7
Geoff Swaim (FA),2021,3,3,4,27,9.0,26,1,0,0,0,0,0,2.7
Dan Arnold (FA),2021,3,2,4,23,11.5,12,0,0,0,0,0,0,2.3
Donald Parham Jr. (LAC),2021,3,1,1,19,19.0,19,0,0,0,0,0,0,1.9
Maxx Williams (FA),2021,3,3,3,19,6.3,7,0,0,0,0,0,0,1.9
Jacob Hollister (FA),2021,3,2,6,15,7.5,9,0,0,0,0,0,0,1.5
Noah Fant (SEA),2021,3,2,3,15,7.5,9,0,0,0,0,0,0,1.5
Blake Jarwin (FA),2021,3,2,2,14,7.0,8,0,0,0,0,0,0,1.4
Mo Alie-Cox (IND),2021,3,2,2,14,7.0,11,0,0,0,0,0,0,1.4
Tyler Kroft (FA),2021,3,2,2,12,6.0,8,0,0,0,0,0,0,1.2
O.J. Howard (LV),2021,3,1,1,11,11.0,11,0,0,0,0,0,0,1.1
Cole Kmet (CHI),2021,3,1,4,11,11.0,11,0,0,0,0,0,0,1.1
T.J. Hockenson (MIN),2021,3,2,2,10,5.0,5,0,0,0,0,0,0,1.0
Jack Doyle (FA),2021,3,1,2,10,10.0,10,0,0,0,0,0,0,1.0
Kaden Smith (FA),2021,3,1,1,9,9.0,9,0,0,0,0,0,0,0.9
Foster Moreau (FA),2021,3,1,2,8,8.0,8,0,0,0,0,0,0,0.8
MyCole Pruitt (FA),2021,3,1,1,7,7.0,7,0,0,0,0,0,0,0.7
Robert Tonyan (CHI),2021,3,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Josh Oliver (MIN),2021,3,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Blake Bell (KC),2021,3,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Albert Okwuegbunam (DEN),2021,3,1,1,6,6.0,6,0,0,0,0,0,0,0.6
Noah Gray (KC),2021,3,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Ryan Griffin (FA),2021,3,1,1,5,5.0,5,0,0,0,0,0,0,0.5
Jonnu Smith (ATL),2021,3,1,6,4,4.0,4,0,0,0,0,0,0,0.4
Josiah Deguara (GB),2021,3,1,1,4,4.0,4,0,0,0,0,0,0,0.4
Tommy Hudson (FA),2021,3,1,2,3,3.0,3,0,0,0,0,0,0,0.3
Tommy Sweeney (NYG),2021,3,2,2,2,1.0,1,0,0,0,0,0,0,0.2
Evan Engram (JAC),2021,3,2,6,21,10.5,13,0,0,0,0,0,1,0.1
Reggie Gilliam (BUF),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Drew Sample (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Durham Smythe (MIA),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Harrison Bryant (CLE),2021,3,0,2,0,0.0,0,0,0,0,0,0,0,0.0
Adam Trautman (NO),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Juwan Johnson (NO),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Jody Fortson (KC),2021,3,2,2,7,3.5,5,0,1,0,0,0,0,0.0
Nick Ralston (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
John Bates (WAS),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Demetrius Harris (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Ebron (FA),2021,3,0,3,0,0.0,0,0,0,0,0,0,0,0.0
Jimmy Graham (FA),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Pharaoh Brown (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Taysom Hill (NO),2021,3,0,0,0,0.0,0,0,0,6,32,1,0,0.0
Hayden Hurst (CAR),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Darrell Daniels (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Adam Shaheen (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Eric Saubert (MIA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Johnny Mundt (MIN),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Jesse James (FA),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
C.J. Uzomah (NYJ),2021,3,0,1,0,0.0,0,0,0,0,0,0,0,0.0
Chris Manhertz (DEN),2021,3,0,0,0,0.0,0,0,0,0,0,0,0,0.0
Luke Farrell (JAC),2021,3,1,1,-1,-1.0,0,0,0,0,0,0,0,-0.1
C.J. Uzomah (NYJ),2021,4,5,6,95,19.0,31,4,2,0,0,0,0,21.5
Mo Alie-Cox (IND),2021,4,3,5,42,14.0,28,1,2,0,0,0,0,16.2
Dawson Knox (BUF),2021,4,5,8,37,7.4,25,1,2,0,0,0,0,15.7
Jared Cook (FA),2021,4,6,7,70,11.7,22,1,1,0,0,0,0,13.0
Maxx Williams (FA),2021,4,5,5,66,13.2,25,1,1,0,0,0,0,12.6
Dalton Schultz (HOU),2021,4,6,8,58,9.7,18,0,1,0,0,0,0,11.8
Mike Gesicki (NE),2021,4,5,6,57,11.4,22,2,1,0,0,0,0,11.7
Dallas Goedert (PHI),2021,4,5,5,56,11.2,21,1,1,0,0,0,0,11.6
Darren Waller (NYG),2021,4,4,7,50,12.5,21,1,1,0,0,0,0,11.0
Noah Fant (SEA),2021,4,6,10,46,7.7,14,0,1,0,0,0,0,10.6
Hunter Henry (NE),2021,4,4,5,32,8.0,11,0,1,0,0,0,0,9.2
Ross Dwelley (SF),2021,4,1,1,21,21.0,21,1,1,0,0,0,0,8.1
Juwan Johnson (NO),2021,4,2,3,20,10.0,15,0,1,0,0,0,0,8.0
Blake Jarwin (FA),2021,4,1,3,18,18.0,18,0,1,0,0,0,0,7.8
Donald Parham Jr. (LAC),2021,4,2,3,17,8.5,13,0,1,0,0,0,0,7.7
Jonnu Smith (ATL),2021,4,3,5,14,4.7,12,0,1,0,0,0,0,7.4
Mark Andrews (BAL),2021,4,5,8,67,13.4,24,1,0,0,0,0,0,6.7
Zach Ertz (ARI),2021,4,6,8,60,10.0,19,0,0,0,0,0,0,6.0
Kyle Pitts (ATL),2021,4,4,9,50,12.5,15,0,0,0,0,0,0,5.0
T.J. Hockenson (MIN),2021,4,4,8,42,10.5,22,1,0,0,0,0,0,4.2
George Kittle (SF),2021,4,4,10,40,10.0,18,0,0,0,0,0,0,4.0
Tyler Higbee (LAR),2021,4,4,6,36,9.0,18,0,0,0,0,0,0,3.6
MyCole Pruitt (FA),2021,4,1,1,14,14.0,14,0,0,0,0,0,0,3.4
Stephen Anderson (FA),2021,4,1,1,34,34.0,34,2,0,0,0,0,0,3.4
Dan Arnold (FA),2021,4,2,2,29,14.5,17,0,0,0,0,0,0,2.9
Cameron Brate (FA),2021,4,2,6,29,14.5,18,0,0,0,0,0,0,2.9
Hayden Hurst (CAR),2021,4,4,4,29,7.3,12,0,0,0,0,0,0,2.9
Kyle Rudolph (FA),2021,4,2,3,24,12.0,20,1,0,0,0,0,0,2.4
Jack Doyle (FA),2021,4,1,1,24,24.0,24,1,0,0,0,0,0,2.4
Evan Engram (JAC),2021,4,5,6,27,5.4,8,0,0,1,-3,0,0,2.4
